gene_id	GO_Annotation
LOC111103784	GO:0005813
LOC111103785	GO:0004930; GO:0005515; GO:0007166; GO:0007186; GO:0016020
LOC111103786	GO:0001607; GO:0005886; GO:0007218
LOC111103787	GO:0016567; GO:0019005; GO:0031146; GO:0031466; GO:0031625; GO:0031625
LOC111103788	GO:0005737; GO:0005844; GO:0006457; GO:0006457; GO:0007017; GO:0007021; GO:0015631; GO:0016272; GO:0016272
LOC111103789	GO:0003677; GO:0003899; GO:0003899; GO:0005634; GO:0005665; GO:0005665; GO:0005666; GO:0005736; GO:0006351
LOC111103790	GO:0005634; GO:0005737; GO:0005876; GO:0043027; GO:0043066; GO:0051726
LOC111103792	GO:0008270
LOC111103793	GO:0000785; GO:0004842; GO:0005515; GO:0005654; GO:0008270; GO:0045893
LOC111103794	GO:0000381; GO:0000381; GO:0005634; GO:0005634; GO:0080009; GO:0080009
LOC111103795	GO:0004645; GO:0004645; GO:0005829; GO:0006206; GO:0006206; GO:0006213; GO:0016154
LOC111103796	GO:0004645; GO:0004645; GO:0005829; GO:0006206; GO:0006206; GO:0006213; GO:0016154
LOC111103799	GO:0004672; GO:0005524; GO:0006468
LOC111103801	GO:0000398; GO:0000974; GO:0000977; GO:0000981; GO:0005681; GO:0006357
LOC111103802	GO:0005507; GO:0005507; GO:0005886; GO:0008131; GO:0008131; GO:0009308; GO:0009308; GO:0048038; GO:0048038
LOC111103803	GO:0005929
LOC111103804	GO:0003723; GO:0016607; GO:0048786
LOC111103807	GO:0005515; GO:0005525; GO:0008270
LOC111103808	GO:0003676; GO:0008270
LOC111103811	GO:0005515
LOC111103812	GO:0005515; GO:0005634; GO:0005654; GO:0005737; GO:0006607; GO:0008139; GO:0061608; GO:0061608
LOC111103813	GO:0005739; GO:0005758; GO:0005758
LOC111103814	GO:0008017
LOC111103816	GO:0005634; GO:0005737; GO:0005876; GO:0031398; GO:0043027; GO:0043066; GO:0051726; GO:0061630
LOC111103817	GO:0004714; GO:0004714; GO:0005515; GO:0005524; GO:0006468; GO:0007169; GO:0007169; GO:0007275; GO:0016020; GO:0032006; GO:0033674; GO:0043235
LOC111103819	GO:0005515; GO:0007165
LOC111103820	GO:0005814; GO:0019894; GO:0036064; GO:0042073; GO:0097546; GO:0097730; GO:1905515
LOC111103821	GO:0003333; GO:0005774; GO:0015180; GO:0015193; GO:0015808
LOC111103823	GO:0005515
LOC111103824	GO:0005096; GO:0005737; GO:0007264; GO:2001136
LOC111103825	GO:0003723; GO:0048024; GO:0051726
LOC111103826	GO:0005634; GO:0005737
LOC111103827	GO:0000287; GO:0004709; GO:0005524; GO:0006468; GO:0007254; GO:0043123
LOC111103829	GO:0003677; GO:0006310; GO:0015074
LOC111103832	GO:0038023
LOC111103835	GO:0000978; GO:0001227; GO:0005634; GO:0005737; GO:0006357; GO:0042826; GO:0045165
LOC111103836	GO:0005085; GO:0032012
LOC111103840	GO:0005515
LOC111103841	GO:0005515
LOC111103842	GO:0005249; GO:0005249; GO:0006813; GO:0006813; GO:0008076; GO:0016020; GO:0016020; GO:0055085
LOC111103843	GO:0005515
LOC111103844	GO:0005515
LOC111103845	GO:0005515
LOC111103847	GO:0009897; GO:0030246; GO:0044419
LOC111103848	GO:0005515
LOC111103855	GO:0005515; GO:0005737; GO:0042327
LOC111103856	GO:0000139; GO:0004252; GO:0004252; GO:0005802; GO:0016485
LOC111103857	GO:0008757
LOC111103858	GO:0008270
LOC111103859	GO:0000785; GO:0004842; GO:0005515; GO:0005654; GO:0008270; GO:0045893
LOC111103862	GO:0005515
LOC111103864	GO:0005829; GO:0031929; GO:0043666; GO:0043666
LOC111103865	GO:0003723; GO:0048255; GO:1990817; GO:1990817
LOC111103866	GO:0005524; GO:0008017; GO:0008568; GO:0015630; GO:0015630; GO:0016887; GO:0016887; GO:0051013; GO:0051013
LOC111103867	GO:0005515; GO:0005634; GO:0005737; GO:0006607; GO:0008139; GO:0061608; GO:0061608
LOC111103868	GO:0005509; GO:0005515; GO:0005813; GO:0034453
LOC111103869	GO:0003924; GO:0005525; GO:0007165
LOC111103870	GO:0005262; GO:0005515; GO:0016020; GO:0016020; GO:0098703
LOC111103871	GO:0005262; GO:0005515; GO:0016020; GO:0016020; GO:0098703
LOC111103873	GO:0005813
LOC111103874	GO:0005515
LOC111103875	GO:0005634; GO:0005737; GO:0016926; GO:0070139
LOC111103879	GO:0070006
LOC111103880	GO:0000775; GO:0000785; GO:0005634; GO:0007059; GO:0034080
LOC111103881	GO:0003723
LOC111103882	GO:0003676; GO:0008270; GO:0015074
LOC111103883	GO:0016747
LOC111103884	GO:0004970; GO:0005886; GO:0006811; GO:0035249; GO:0045211; GO:0050804; GO:1904315
LOC111103885	GO:0005254; GO:0005737; GO:0006821; GO:0016324
LOC111103886	GO:0003878; GO:0003878; GO:0005829; GO:0006085; GO:0006085; GO:0006099; GO:0006099; GO:0006101; GO:0006633
LOC111103888	GO:0005634; GO:0008270; GO:0016887; GO:0035064
LOC111103889	GO:0003713; GO:0005515; GO:0018023; GO:0018023; GO:0018026; GO:0018027; GO:0042800; GO:0045944; GO:0046975
LOC111103890	GO:0004930; GO:0004930; GO:0007166; GO:0007189; GO:0016020; GO:0016525
LOC111103891	GO:0008253
LOC111103892	GO:0008253
LOC111103893	GO:0005634; GO:0030686
LOC111103894	GO:0009044; GO:0009505; GO:0031222; GO:0045493; GO:0046556
LOC111103897	GO:0000723; GO:0000724; GO:0003676; GO:0005524; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0006268; GO:0009378; GO:0043138; GO:0044806
LOC111103902	GO:0005515; GO:0016887
LOC111103903	GO:0005515; GO:0043531
LOC111103910	GO:0003714; GO:0003714; GO:0005634; GO:0008134; GO:0045892; GO:0045892
LOC111103912	GO:0000149; GO:0006886; GO:0006888; GO:0008270; GO:0008270; GO:0030127; GO:0030127; GO:0070971; GO:0090110
LOC111103913	GO:0000785; GO:0004842; GO:0005654; GO:0008270; GO:0045893
LOC111103914	GO:0000398; GO:0000398; GO:0003723; GO:0003723; GO:0005681; GO:0005681
LOC111103915	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046983
LOC111103916	GO:0005886; GO:0017147; GO:0035567; GO:0042813; GO:0060070
LOC111103920	GO:0005044
LOC111103921	GO:0004672; GO:0005524; GO:0006468
LOC111103922	GO:0000390; GO:0000398; GO:0003677; GO:0005634; GO:0071008
LOC111103926	GO:0000049; GO:0000049; GO:0001731; GO:0003743; GO:0003924; GO:0005525; GO:0005829; GO:0005850; GO:0045903
LOC111103927	GO:0004222; GO:0004222; GO:0005737; GO:0016020; GO:0016020; GO:0031293; GO:0051091; GO:1905897; GO:1990440
LOC111103931	GO:0003677; GO:0006310; GO:0015074
LOC111103936	GO:0004725; GO:0006470
LOC111103937	GO:0005515
LOC111103938	GO:0004725; GO:0006470
LOC111103940	GO:0000289; GO:0004535; GO:0005634; GO:0005737; GO:0030014
LOC111103941	GO:0005515
LOC111103943	GO:0004725; GO:0005515; GO:0006470
LOC111103944	GO:0005737; GO:0006508; GO:0006508; GO:0008270; GO:0008270; GO:0042277; GO:0043171; GO:0070006
LOC111103945	GO:0005096; GO:0090630
LOC111103948	GO:0000723; GO:0000724; GO:0003676; GO:0005524; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0006268; GO:0009378; GO:0043138; GO:0044806
LOC111103949	GO:0000785; GO:0004842; GO:0005654; GO:0008270; GO:0045893
LOC111103951	GO:0005044
LOC111103952	GO:0005044
LOC111103954	GO:0004930; GO:0004930; GO:0007166; GO:0007189; GO:0016020
LOC111103955	GO:0004842; GO:0016887; GO:0016887
LOC111103956	GO:0004095; GO:0005739; GO:0006631; GO:0009437
LOC111103957	GO:0004970; GO:0005886; GO:0006811; GO:0035249; GO:0045211; GO:0050804; GO:1904315
LOC111103958	GO:0003824; GO:0005947; GO:0007584; GO:0009083
LOC111103960	GO:0000209; GO:0008270; GO:0017148; GO:0030371; GO:0043161; GO:0061630
LOC111103962	GO:0004197; GO:0004843; GO:0004843; GO:0005634; GO:0005829; GO:0008270; GO:0016579; GO:0016579
LOC111103963	GO:0003729; GO:0005515; GO:0005634; GO:0035196
LOC111103965	GO:0004144; GO:0004144; GO:0005886; GO:0019432; GO:0047196
LOC111103967	GO:0005615; GO:0007267
LOC111103968	GO:0003858; GO:0005737; GO:0019290
LOC111103969	GO:0000978; GO:0000981; GO:0006357
LOC111103970	GO:0005515
LOC111103975	GO:0000124; GO:0003677; GO:0005669; GO:0005669; GO:0006352; GO:0017025; GO:0046695; GO:0046982; GO:0051123
LOC111103976	GO:0005515; GO:0005576; GO:0009986; GO:0030182; GO:0030414
LOC111103977	GO:0005576; GO:0005576; GO:0006869; GO:0006869; GO:0008289; GO:0008289; GO:0016020; GO:0042157; GO:0042157
LOC111103978	GO:0005730; GO:0030686; GO:0032040
LOC111103979	GO:0005515
LOC111103980	GO:0005515
LOC111103981	GO:0005515; GO:0005634; GO:0006364
LOC111103982	GO:0005634; GO:0005737; GO:0005876; GO:0043027; GO:0043066; GO:0051726
LOC111103984	GO:0005886; GO:0007157; GO:0032991; GO:0045197
LOC111103985	GO:0004694; GO:0005524; GO:0005829; GO:0006468
LOC111103987	GO:0004364; GO:0004364; GO:0005829; GO:0006749
LOC111103988	GO:0003677; GO:0003899; GO:0003899; GO:0005665; GO:0005666; GO:0005736; GO:0006351
LOC111103989	GO:0000390; GO:0000398; GO:0003677; GO:0005634; GO:0071008
LOC111103990	GO:0005739; GO:0006631; GO:0019166
LOC111103991	GO:0003723; GO:0003735; GO:0003735; GO:0005763; GO:0005763
LOC111103992	GO:0004222; GO:0004222; GO:0006508; GO:0008270
LOC111103993	GO:0023041; GO:0023041; GO:0030867; GO:0030867
LOC111103994	GO:0005509; GO:0005515; GO:0005737; GO:0005886; GO:0006897; GO:0016197
LOC111103995	GO:0005319; GO:0005515; GO:0006869
LOC111103996	GO:0005509; GO:0005515
LOC111103998	GO:0005515
LOC111103999	GO:0005515
LOC111104000	GO:0005509
LOC111104007	GO:0005884; GO:0005886; GO:0016491; GO:0030427; GO:0030833; GO:0030864; GO:0051015
LOC111104008	GO:0005509
LOC111104010	GO:0005515; GO:0005576; GO:0005886; GO:0007157; GO:0030414; GO:0032991; GO:0045197
LOC111104012	GO:0016491
LOC111104013	GO:0005509; GO:0007156; GO:0016020
LOC111104014	GO:0005509; GO:0007156; GO:0016020
LOC111104016	GO:0005509; GO:0007156; GO:0016020
LOC111104017	GO:0000977; GO:0000981; GO:0005634; GO:0006357
LOC111104018	GO:0005634; GO:0005839; GO:0006511; GO:0019773; GO:0019773
LOC111104019	GO:0016491
LOC111104020	GO:0023041; GO:0023041; GO:0030867; GO:0030867
LOC111104021	GO:0005515; GO:0044782
LOC111104022	GO:0008028; GO:0055085
LOC111104023	GO:0005319; GO:0005509; GO:0005515; GO:0006869
LOC111104027	GO:0005737; GO:0006606; GO:0031267; GO:0031965
LOC111104028	GO:0006887; GO:0030041; GO:0071203; GO:0071203
LOC111104029	GO:0006486; GO:0016020; GO:0016757; GO:0016757
LOC111104038	GO:0005515; GO:0030490; GO:0030515; GO:0032040; GO:0034388
LOC111104039	GO:0008270
LOC111104040	GO:0008270
LOC111104042	GO:0016020; GO:0022857; GO:0055085
LOC111104044	GO:0003723; GO:0003735; GO:0003735; GO:0005763; GO:0005763
LOC111104046	GO:0005515
LOC111104047	GO:0005515
LOC111104048	GO:0005515
LOC111104049	GO:0005751
LOC111104050	GO:0008270
LOC111104054	GO:0003939; GO:0006062; GO:0008270
LOC111104055	GO:0048598; GO:0048598; GO:0072669; GO:0072669
LOC111104057	GO:0005737; GO:0006446
LOC111104058	GO:0000460; GO:0000470; GO:0004519; GO:0004519; GO:0030687; GO:0090730; GO:0090730
LOC111104059	GO:0005829; GO:0006888; GO:0006891; GO:0030008; GO:0030008; GO:0033106
LOC111104060	GO:0005829; GO:0051082; GO:0051082; GO:0051085; GO:0051087
LOC111104061	GO:0004842; GO:0016887; GO:0016887
LOC111104062	GO:0003729; GO:0004521; GO:0005634; GO:0036464; GO:0046872
LOC111104063	GO:0005254; GO:0005886; GO:0046983; GO:1902476
LOC111104064	GO:0004601; GO:0004601; GO:0006979; GO:0020037
LOC111104065	GO:0003676; GO:0005524; GO:0005737
LOC111104068	GO:0004089; GO:0004089; GO:0008270; GO:0008270
LOC111104070	GO:0004364; GO:0004364; GO:0005737; GO:0005737; GO:0006749; GO:0045174
LOC111104074	GO:0006955; GO:0007249
LOC111104075	GO:0004930; GO:0005886; GO:0006954; GO:0007189; GO:0007204
LOC111104077	GO:0000151; GO:0000209; GO:0000422; GO:0001933; GO:0005737; GO:0005739; GO:0005783; GO:0005794; GO:0005829; GO:0005829; GO:0006511; GO:0008270; GO:0010821; GO:0031624; GO:0032436; GO:0042981; GO:0061630; GO:1900407
LOC111104078	GO:0005509; GO:0005509; GO:0005886; GO:0007156; GO:0016342; GO:0045296
LOC111104079	GO:0000209; GO:0008270; GO:0043161; GO:0061630
LOC111104080	GO:0005634; GO:0045666
LOC111104081	GO:0005515
LOC111104082	GO:0005654; GO:0036297; GO:0043240
LOC111104083	GO:0016614; GO:0050660; GO:0050660
LOC111104084	GO:0004180
LOC111104085	GO:0005737; GO:0016020; GO:0016020
LOC111104086	GO:0070006
LOC111104087	GO:0004557; GO:0005737; GO:0009311; GO:0016139; GO:0046477
LOC111104088	GO:0003924; GO:0005525
LOC111104089	GO:0003883; GO:0003883; GO:0005737; GO:0006241; GO:0006241; GO:0019856; GO:0042802; GO:0097268
LOC111104091	GO:0003858; GO:0005737; GO:0019290
LOC111104094	GO:0005892
LOC111104095	GO:0004970; GO:0005886; GO:0006811; GO:0035249; GO:0045211; GO:0050804; GO:1904315
LOC111104099	GO:0003756; GO:0005783; GO:0006457
LOC111104100	GO:0001640; GO:0007216; GO:0051966; GO:0098839; GO:0099530; GO:0099583
LOC111104101	GO:0003883; GO:0003883; GO:0005737; GO:0006241; GO:0006241; GO:0019856; GO:0042802; GO:0097268
LOC111104103	GO:0005544; GO:0005886; GO:0071277
LOC111104104	GO:0005515
LOC111104106	GO:0000981; GO:0005634; GO:0006357; GO:0030154; GO:0043565
LOC111104110	GO:0009897; GO:0030246; GO:0038023; GO:0044419
LOC111104111	GO:0038023
LOC111104112	GO:0008017
LOC111104113	GO:0004222; GO:0006508
LOC111104114	GO:0003735; GO:0003735; GO:0005762; GO:0005840; GO:0005840; GO:0006412; GO:0006412
LOC111104115	GO:0004672; GO:0004672; GO:0005524; GO:0006468
LOC111104117	GO:0000978; GO:0000981; GO:0000981; GO:0006357; GO:0048856
LOC111104119	GO:0005975; GO:0005975; GO:0016757; GO:0016757
LOC111104120	GO:0003676; GO:0008270
LOC111104122	GO:0008168; GO:0008270; GO:0009086
LOC111104123	GO:0003924; GO:0005525
LOC111104124	GO:0016747
LOC111104125	GO:0043130
LOC111104126	GO:0005509; GO:0005509; GO:0005884; GO:0032587; GO:0051015; GO:0051017; GO:0097178
LOC111104127	GO:0005737; GO:0016791; GO:0016791
LOC111104128	GO:0005739; GO:0005739; GO:0005747
LOC111104131	GO:0007218; GO:0008188; GO:0016020
LOC111104132	GO:0004109; GO:0004109; GO:0005737; GO:0005758; GO:0006782
LOC111104133	GO:0000978; GO:0000981; GO:0006357
LOC111104134	GO:0005506; GO:0006699; GO:0008395; GO:0016705; GO:0020037; GO:0042632
LOC111104135	GO:0005737; GO:0005886; GO:0006810
LOC111104136	GO:0005759; GO:0005782; GO:0006085; GO:0006633; GO:0006633; GO:0046321; GO:0050080; GO:0050080; GO:2001294
LOC111104137	GO:0004659; GO:0005739; GO:0006744; GO:0008299; GO:0008299; GO:1990234
LOC111104138	GO:0004557; GO:0005737; GO:0009311; GO:0016139; GO:0046477
LOC111104139	GO:0000209; GO:0004842; GO:0005515; GO:0005634; GO:0043161; GO:0045732
LOC111104141	GO:0005634; GO:0016274; GO:0016274; GO:0018216; GO:0018216
LOC111104143	GO:0005856
LOC111104145	GO:0003723; GO:0003735; GO:0003735; GO:0005763; GO:0005840; GO:0005840; GO:0006412; GO:0006412
LOC111104147	GO:0005515
LOC111104148	GO:0000122; GO:0005515; GO:0031491; GO:0035098
LOC111104149	GO:0000387; GO:0000398; GO:0000398; GO:0003723; GO:0005682; GO:0005685; GO:0005686; GO:0005687; GO:0046540; GO:0071011
LOC111104153	GO:0000723; GO:0000723; GO:0003678; GO:0003684; GO:0003690; GO:0005634; GO:0006303; GO:0006303; GO:0006310; GO:0042162; GO:0042162; GO:0043564; GO:0043564; GO:0071480; GO:0071481
LOC111104154	GO:0005739; GO:0051353; GO:0051537; GO:0051537; GO:0140647; GO:0140647
LOC111104155	GO:0002020; GO:0005615; GO:0008191; GO:0008191; GO:0010033; GO:0010951; GO:0031012; GO:0051045
LOC111104156	GO:0004364; GO:0004364; GO:0005829; GO:0006749
LOC111104157	GO:0005737
LOC111104158	GO:0004970; GO:0005886; GO:0006811; GO:0035249; GO:0045211; GO:0050804; GO:1904315
LOC111104159	GO:0008028; GO:0055085
LOC111104160	GO:0005524; GO:0007018; GO:0007018; GO:0008569; GO:0008569; GO:0016887; GO:0030286; GO:0030286; GO:0045505; GO:0051959
LOC111104162	GO:0000812; GO:0031491
LOC111104164	GO:0005737
LOC111104165	GO:0005930; GO:0042073
LOC111104166	GO:0071816
LOC111104167	GO:0003688; GO:0005656; GO:0005664; GO:0006260; GO:0006270; GO:0031261
LOC111104168	GO:0005737; GO:0006915; GO:0043065
LOC111104169	GO:0003735; GO:0005739; GO:0005840; GO:0006412
LOC111104170	GO:0016702; GO:0016702; GO:0034440; GO:0046872; GO:0046872
LOC111104171	GO:0016702; GO:0016702; GO:0034440; GO:0046872; GO:0046872
LOC111104174	GO:0000978; GO:0000981; GO:0000981; GO:0006357
LOC111104175	GO:0005759; GO:0005782; GO:0006085; GO:0006633; GO:0006633; GO:0046321; GO:0050080; GO:0050080; GO:2001294
LOC111104176	GO:0004659; GO:0005739; GO:0006744; GO:0008299; GO:0008299; GO:1990234
LOC111104177	GO:0005515; GO:0005615
LOC111104178	GO:0005515
LOC111104179	GO:0003924; GO:0005525; GO:0032482
LOC111104180	GO:0005515
LOC111104183	GO:0000289; GO:0004535; GO:0005634; GO:0005737; GO:0030014
LOC111104184	GO:0004601; GO:0004601; GO:0006979; GO:0020037
LOC111104185	GO:0002224; GO:0004888; GO:0005515; GO:0006955; GO:0016020
LOC111104186	GO:0004930; GO:0004930; GO:0005886; GO:0007186; GO:0007186
LOC111104187	GO:0002224; GO:0002224; GO:0004888; GO:0004888; GO:0006955; GO:0006955; GO:0016020; GO:0016020
LOC111104188	GO:0002224; GO:0004888; GO:0005515; GO:0006955; GO:0016020
LOC111104189	GO:0006486; GO:0016020; GO:0016757; GO:0016757
LOC111104190	GO:0005515
LOC111104191	GO:0005739; GO:0005829; GO:0006400; GO:0035597; GO:0045736; GO:0051539
LOC111104192	GO:0042981
LOC111104193	GO:0005783; GO:0006091; GO:0006801; GO:0016491; GO:0020037
LOC111104194	GO:0016020; GO:0022857; GO:0055085
LOC111104195	GO:0016020; GO:0022857; GO:0055085
LOC111104196	GO:0005634; GO:0043066; GO:0051726
LOC111104197	GO:0016805; GO:0016805
LOC111104198	GO:0005375; GO:0005375; GO:0016020; GO:0016020; GO:0035434; GO:0035434
LOC111104200	GO:0005053; GO:0005515; GO:0005782; GO:0005829; GO:0016558
LOC111104201	GO:0000166
LOC111104202	GO:0005515; GO:0005615
LOC111104203	GO:0005515; GO:0005615
LOC111104204	GO:0005515
LOC111104205	GO:0005515
LOC111104206	GO:0005515; GO:0005615
LOC111104207	GO:0000786; GO:0003677; GO:0006334; GO:0030527
LOC111104209	GO:0000049; GO:0003725; GO:0005737; GO:0006450; GO:0016779
LOC111104210	GO:0000166
LOC111104216	GO:0005515
LOC111104217	GO:0005515
LOC111104220	GO:0004930; GO:0004930; GO:0007166; GO:0007189; GO:0016020; GO:0016525
LOC111104222	GO:0005085; GO:0032012
LOC111104225	GO:0016020
LOC111104228	GO:0006486; GO:0006486; GO:0016020; GO:0016020; GO:0036065; GO:0046920
LOC111104229	GO:0005634; GO:0005737; GO:0005876; GO:0051726
LOC111104230	GO:0005634; GO:0005737; GO:0005876; GO:0031398; GO:0043027; GO:0043066; GO:0051726; GO:0061630
LOC111104231	GO:0005515
LOC111104232	GO:0000785; GO:0004842; GO:0005515; GO:0005654; GO:0008270; GO:0045893
LOC111104233	GO:0005515
LOC111104234	GO:0005515
LOC111104237	GO:0002224; GO:0004888; GO:0005515; GO:0006954; GO:0006955; GO:0016020
LOC111104238	GO:0002224; GO:0002224; GO:0004888; GO:0004888; GO:0005515; GO:0006955; GO:0006955; GO:0016020; GO:0016020
LOC111104240	GO:0002224; GO:0004888; GO:0005515; GO:0006954; GO:0006955; GO:0016020
LOC111104241	GO:0005515
LOC111104244	GO:0004799; GO:0004799; GO:0005739; GO:0005829; GO:0006231; GO:0006231
LOC111104245	GO:0005515; GO:0005634; GO:0006355
LOC111104247	GO:0005749; GO:0006099; GO:0006121; GO:0008177; GO:0009055; GO:0050660; GO:0050660
LOC111104248	GO:0003985; GO:0006635
LOC111104249	GO:0005615; GO:0007267
LOC111104252	GO:0003777; GO:0003777; GO:0005524; GO:0007018; GO:0007018; GO:0008017
LOC111104253	GO:0004830; GO:0004830; GO:0005524; GO:0005739; GO:0005759; GO:0070183
LOC111104256	GO:0005783; GO:0051131; GO:2000010
LOC111104258	GO:0005515
LOC111104261	GO:0016722
LOC111104263	GO:0005515
LOC111104264	GO:0005515
LOC111104266	GO:0000786; GO:0003677; GO:0005654; GO:0005730; GO:0006334; GO:0030527
LOC111104268	GO:0005049; GO:0005643; GO:0005737; GO:0006611
LOC111104269	GO:0004143; GO:0004143; GO:0005515; GO:0005634; GO:0007205; GO:0035556; GO:0046339; GO:0046834; GO:0051966
LOC111104275	GO:0004869; GO:0004869; GO:0005829
LOC111104276	GO:0005829; GO:0008270; GO:0043023; GO:0061630; GO:0072344; GO:1990112; GO:1990116
LOC111104277	GO:0000977; GO:0000981; GO:0006357; GO:0032502; GO:0046983
LOC111104279	GO:0005634; GO:0005737; GO:0005876; GO:0051726
LOC111104280	GO:0005634; GO:0005737; GO:0005876; GO:0043027; GO:0043066; GO:0051726
LOC111104283	GO:0016722
LOC111104284	GO:0003676; GO:0005524; GO:0016887
LOC111104286	GO:0030246
LOC111104287	GO:0005615; GO:0050728
LOC111104289	GO:0035556
LOC111104290	GO:0005515
LOC111104291	GO:0005515; GO:0005615
LOC111104292	GO:0005739; GO:0032981; GO:0032981
LOC111104293	GO:0005515; GO:0031080
LOC111104294	GO:0008115; GO:0050660
LOC111104295	GO:0008115; GO:0050660
LOC111104297	GO:0001730; GO:0003725; GO:0005654; GO:0005829; GO:0016020; GO:0060700
LOC111104298	GO:0001730; GO:0003725; GO:0005654; GO:0005829; GO:0016020; GO:0060700
LOC111104299	GO:0001730; GO:0003725; GO:0005654; GO:0005829; GO:0016020; GO:0045071; GO:0051607; GO:0060700
LOC111104300	GO:0001730; GO:0003725; GO:0005654; GO:0005829; GO:0016020; GO:0060700
LOC111104301	GO:0001730; GO:0003725; GO:0005654; GO:0005829; GO:0016020; GO:0060700
LOC111104302	GO:0004715; GO:0005126; GO:0005524; GO:0005829; GO:0005856; GO:0007259; GO:0018108; GO:0019221; GO:0030097; GO:0030154; GO:0035556
LOC111104303	GO:0001730; GO:0003725; GO:0005654; GO:0005829; GO:0016020; GO:0060700
LOC111104309	GO:0004861; GO:0005634; GO:0051726
LOC111104310	GO:0008168
LOC111104311	GO:0016747
LOC111104312	GO:0005313; GO:0005886; GO:0015175; GO:0015501; GO:0015813
LOC111104313	GO:0003924; GO:0003924; GO:0005525; GO:0006886; GO:0012505
LOC111104314	GO:0003995; GO:0006629; GO:0050660
LOC111104315	GO:0005634; GO:0010468; GO:0016581; GO:0035098; GO:0042393
LOC111104319	GO:0016787; GO:0016787
LOC111104322	GO:0005515
LOC111104323	GO:0003676; GO:0008270
LOC111104324	GO:0000723; GO:0000724; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0006268; GO:0009378; GO:0043138; GO:0044806
LOC111104327	GO:0005515; GO:0016020
LOC111104328	GO:0005544; GO:0005886; GO:0071277
LOC111104329	GO:0005737; GO:0005739; GO:0016787
LOC111104330	GO:0005634; GO:0010468; GO:0016581; GO:0035098; GO:0042393
LOC111104334	GO:0005892
LOC111104335	GO:0004715; GO:0004715; GO:0005126; GO:0005524; GO:0005829; GO:0005856; GO:0007259; GO:0016020; GO:0018108; GO:0019221; GO:0030097; GO:0030154; GO:0035556; GO:0035556
LOC111104336	GO:0005509
LOC111104337	GO:0005509
LOC111104338	GO:0005975; GO:0006865
LOC111104339	GO:0005515
LOC111104342	GO:0003924; GO:0003924; GO:0005525; GO:0006886; GO:0012505
LOC111104344	GO:0005515; GO:0016020
LOC111104345	GO:0005634; GO:0005737
LOC111104348	GO:0005123; GO:0005737; GO:0031265; GO:0036462; GO:0089720; GO:2001238
LOC111104350	GO:0005515; GO:0016020
LOC111104352	GO:0005515
LOC111104353	GO:0005739; GO:0032981; GO:0032981
LOC111104354	GO:0005509; GO:0005544; GO:0005886; GO:0010828; GO:0031340; GO:0065002; GO:0072659; GO:0090314
LOC111104355	GO:0005515
LOC111104356	GO:0005515
LOC111104358	GO:0000775; GO:0000785; GO:0005634; GO:0007059; GO:0034080
LOC111104359	GO:0000030; GO:0000030; GO:0005637; GO:0018406; GO:0018406
LOC111104361	GO:0003714; GO:0003714; GO:0005634; GO:0008134; GO:0045892; GO:0045892
LOC111104362	GO:0005515; GO:0005737; GO:0045717; GO:0080008
LOC111104363	GO:0000723; GO:0000724; GO:0003676; GO:0005524; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0006268; GO:0009378; GO:0043138; GO:0044806
LOC111104364	GO:0005515; GO:0005615; GO:0031012
LOC111104365	GO:0005515; GO:0005615; GO:0031012
LOC111104366	GO:0005515; GO:0005886
LOC111104367	GO:0005509; GO:0005544; GO:0005886; GO:0010828; GO:0031340; GO:0065002; GO:0072659; GO:0090314
LOC111104368	GO:0003677; GO:0005654; GO:0006338; GO:0006357; GO:0016514; GO:0031491; GO:0035060; GO:0045893; GO:0071565
LOC111104369	GO:0005783; GO:0051131; GO:2000010
LOC111104370	GO:0005515
LOC111104371	GO:0005515; GO:0007165
LOC111104374	GO:0000978; GO:0000981; GO:0006357; GO:0090575
LOC111104376	GO:0008028; GO:0055085
LOC111104377	GO:0005515; GO:0016020
LOC111104378	GO:0005515; GO:0005615
LOC111104379	GO:0005515; GO:0005615
LOC111104380	GO:0003723; GO:0003723; GO:0005515; GO:0005730; GO:0042274
LOC111104381	GO:0005515; GO:0005634; GO:0005737; GO:0006607; GO:0008139; GO:0061608; GO:0061608
LOC111104382	GO:0005509; GO:0005515; GO:0005813; GO:0034453
LOC111104383	GO:0000183; GO:0000792; GO:0003677; GO:0003677
LOC111104384	GO:0005515
LOC111104387	GO:0016747
LOC111104388	GO:0003723; GO:0003723; GO:0003735; GO:0003735; GO:0005840; GO:0005840; GO:0006412; GO:0006412; GO:0022627
LOC111104389	GO:0005515; GO:0016020
LOC111104390	GO:0007218; GO:0008188; GO:0016020
LOC111104394	GO:0005501; GO:0034632
LOC111104395	GO:0005515; GO:0005615
LOC111104396	GO:0005313; GO:0008270; GO:0015183; GO:0015810; GO:0015813; GO:0043490
LOC111104398	GO:0005783; GO:0005829; GO:0006979; GO:0008379; GO:0033554; GO:0042744; GO:0045454
LOC111104400	GO:0004861; GO:0005634; GO:0051726
LOC111104401	GO:0005515
LOC111104402	GO:0005515
LOC111104403	GO:0030246
LOC111104405	GO:0008270
